// from the 3rd
27/02/2026	7.15 pm	Chilton Trinity School, Bridgwater, TA6 3JU	Friday	Division II	Week 22	Bridgwater Blackhawks II	v	Tiverton Titans II						
28/2/2026	6.15 pm	University Sports Centre, EX4 4QN	Saturday	Division II	Week 22	University of Exeter IV	v	North Devon II						
2/3/2026	7.45 pm	Richard Huish College	Monday	Ladies Division	Week 23	Taunton Huish Tigers	v	UTB Phoenix						
4/3/2026	8.15 pm	Churston Grammar, TQ5 0LN	Wednesday	Ladies Division	Week 23	Torbay Tigresses	v	University of Exeter I						
7/3/2026	1.15 pm	University Sports Centre, EX4 4QN	Sunday	Ladies Division	Week 23	University of Exeter II	v	Devon Peelers						
07/03/2026	6.15 pm	University Sports Centre, EX4 4QN	Saturday	Division II	Week 23	University of Exeter IV	v	Bridgwater Blackhawks II						
8/3/32026	10;15 am	Isca Academy EX2 6AP	Sunday	Division III		Devon Peelers	v	Exeter Spartans						
8/3/32026	11;30 am	Isca Academy EX2 6AP	Sunday	Division III		North Devon IV	v	Torbay Tigers III						
8/3/32026	12;45 pm	Isca Academy EX2 6AP	Sunday	Division III		North Devon III	v	Exmouth Jesters III						
9/3/2026	Play Off Period													
16/3/2026	Play Off Period													
22/3/2026	11.00 am	Exeter College, Victoria Yard, EX4 3SR	Sunday	Play Off Final										
22/3/2026	1.00 pm	Exeter College, Victoria Yard, EX4 3SR	Sunday	Play Off Final										
22/3/2026	3.00 pm	Exeter College, Victoria Yard, EX4 3SR	Sunday	Play Off Final										
TBA		Exeter College, Victoria Yard, EX4 3SR	Sunday	Awards and Invitational Finals Day										
TBA		University Sports Centre, EX4 4QN		Division II	Week 17	University of Exeter IV	v	University of Exeter III						
TBA	 	University Sports Centre, EX4 4QN		Ladies Division	Week 15	University of Exeter I	v	University of Exeter II						
TBA	8.30 pm	Churston Grammar, TQ5 0LN	Monday	Division II	Week 15	Torbay Tigers Too	v	Tiverton Titans II						
TBA	8.30 pm	Churston Grammar, TQ5 0LN	Monday	Division II	Week 17	Torbay Tigers Too	v	Exeter Raptors						
TBA	8.15 pm	Exmouth Community College, EX8 3AF	Thursday	Division II	Week 22	Exmouth Jesters II	v	Bayside Sharks						
TBA	7.30 pm	Exmouth Community College, EX8 3AF	Friday	Division I	Week 22	Exmouth Jesters I	v	University of Exeter II						
TBA	8.15 pm	Exmouth Community College, EX8 3AF	Thursday	Division II	Week 10	Exmouth Jesters II	v	Spartan Nomads II						
TBA	7.30 pm	Exmouth Community College, EX8 3AF	Friday	Division I	Week 9	Exmouth Jesters I	v	University of Exeter I						
9/10/2025	8.15 pm	St James School, EX	Thursday	Ladies Division	Week 1	Devon Peelers	v	Taunton Huish Tigers						
TBA		Chilton Trinity School, Bridgwater, TA6 3JU		Men's Cup	Group D	Bridgwater Blackhawks II	v	Exmouth Jesters I						
TBA		Exeter College, Victoria Yard, EX4 3SR		Men's Cup	Group D	Spartan Nomads	v	Bridgwater Blackhawks II						
TBA		Exmouth Community College, EX8 3AF		Men's Cup	Group D	Exmouth Jesters I	v	Spartan Nomads						
TBA		Churston Grammar, TQ5 0LN		Men's Cup	Group C	Torbay Tigers Too	v	University of Exeter II						
TBA		Bideford College, EX39 3AR		Men's Cup	Group C	North Devon	v	Torbay Tigers						
TBA		University Sports Centre, EX4 4QN		Men's Cup	Group C	University of Exeter II	v	North Devon						
TBA		Marine Academy, PL5 2AF		Men's Cup	Group B	UTB Pirates	v	Bridport Evolution						
TBA		Uffcolme School, EX15 3AG		Men's Cup	Group B	Tiverton Titans	v	UTB Pirates						
TBA		Beaminster School, DT8 3HB		Men's Cup	Group B	Bridport Evolution  	v	Tiverton Titans						
TBA		University Sports Centre, EX4 4QN		Men's Cup	Group A	University of Exeter I	v	Torbay Tigers Too						
TBA		The Spires College TQ1 3PE		Men's Cup	Group A	Bayside Sharks	v	University of Exeter I						
TBA		Churston Grammar, TQ5 0LN		Men's Cup	Group A	Torbay Tigers Too	v	Bayside Sharks						
TBA		Churston Grammar, TQ5 0LN		Ladies Cup	Group B	Torbay Tigresses	v	Taunton Huish Tigers						
TBA		Beaminster School, DT8 3HB		Ladies Cup	Group B	Bridport Evolution  	v	Torbay Tigresses						
TBA		Richard Huish College		Ladies Cup	Group B	Taunton Huish Tigers	v	Bridport Evolution						
TBA		University Sports Centre, EX4 4QN		Ladies Cup	Group A	University of Exeter I	v	UTB Phoenix						
TBA	8.15 pm	St James School, EX		Ladies Cup	Group A	Devon Peelers	v	University of Exeter I						
TBA		Marine Academy, PL5 2AF		Ladies Cup	Group A	UTB Phoenix	v	Devon Peelers						
TBA	8.15 pm	The Spires College TQ1 3PE	Thursday	Division II	Week 2	Bayside Sharks	v	Torbay Tigers Too						
TBA	7.15 pm	Tiverton High School, EX16 6SQ	Tuesday	Division II	Week 8	Tiverton Titans II	v	North Devon II						
